WALL,,,,,,,,WALL
WALL,,,,,,,,WALL
WALL,,,,,,,,WALL
WALL,,,,,,,,WALL
WALL,ENEMY,,ENEMY,,ENEMY,ENEMY,ENEMY,WALL
WALL,,,,,,,,WALL
WALL,,,,,,,,WALL
WALL,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,WALL
WALL,ENEMY,,ENEMY,,ENEMY,ENEMY,ENEMY,WALL
WALL,,,,,,,,WALL
WALL,,,,,,,,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,,,,,,,,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,,ENEMY,WALL
WALL,,,,,,,,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,WALL
WALL,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,WALL
WALL,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,ENEMY_TOP,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
WALL,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,ENEMY,WALL
