WALL,E_C,,,E_A,,,E_B,WALL
WALL,,E_C,,E_A,,E_B,,WALL
WALL,,,E_C,E_A,E_B,,,WALL
WALL,,,,E_C,,,,WALL
WALL,,,E_B,E_A,E_C,,,WALL
WALL,,E_B,,E_A,,E_C,,WALL
WALL,E_B,,,E_A,,,E_C,WALL
WALL,,E_B,,E_A,,E_C,,WALL
WALL,,,E_B,E_A,E_C,,,WALL
WALL,,,,E_C,,,,WALL
WALL,,,E_C,E_A,E_B,,,WALL
WALL,,E_C,,E_A,,E_B,,WALL
WALL,E_C,,,E_A,,,E_B,WALL
WALL,,E_C,,E_A,,E_B,,WALL
WALL,,,E_C,E_A,E_B,,,WALL
WALL,,,,E_C,,,,WALL
WALL,,,E_B,E_A,E_C,,,WALL
WALL,,E_B,,E_A,,E_C,,WALL
WALL,E_B,,,E_A,,,E_C,WALL
WALL,,E_B,,E_A,,E_C,,WALL
WALL,,,E_B,E_A,E_C,,,WALL
WALL,,,,E_C,,,,WALL
WALL,,,E_C,E_A,E_B,,,WALL
WALL,,E_C,,E_A,,E_B,,WALL
WALL,E_C,,,E_A,,,E_B,WALL
WALL,,E_C,,E_A,,E_B,,WALL
WALL,,,E_C,E_A,E_B,,,WALL
WALL,,,,E_C,,,,WALL
WALL,,,E_B,E_A,E_C,,,WALL
WALL,,E_B,,E_A,,E_C,,WALL
WALL,E_B,,,E_A,,,E_C,WALL
